No,Lokasi Aset,Desa/Kelurahan,Kecamatan,Kabupaten/Kota,Provinsi,Tanah, Bangunan 1 , Bangunan 2 , Bangunan 3 , Bangunan 4 , Bangunan 5 , Bangunan 6 , Bangunan 7 , Bangunan 8 , Bangunan 9 , Bangunan 10 , Bangunan 11 , Bangunan 12 , Bangunan 13 , Bangunan 14 , Bangunan 15 , Bangunan 16 , Bangunan 17 , Bangunan 18 , Bangunan 19 , Bangunan 20 , Sarana Pelengkap (SPL) ,Jumlah,Jumlah (Pembulatan), Tanah (m²),Bangunan 1 (m²),Bangunan 2 (m²),Bangunan 3 (m²),Bangunan 4(m²),Bangunan 5 (m²),Bangunan 6 (m²),Bangunan 7 (m²),Bangunan 8 (m²),Bangunan 9 (m²),Bangunan 10 (m²),Bangunan 11 (m²),Bangunan 12 (m²),Bangunan 13 (m²),Bangunan 14 (m²),Bangunan 15 (m²),Bangunan 16 (m²),Bangunan 17 (m²),Bangunan 18 (m²),Bangunan 19 (m²),Bangunan 20 (m²)
689,Perumahan Grya Adi Panji Blok B I No. 2,Desa Panji,Kecamatan Sukasada,Kabupaten Buleleng,Bali," Rp83,460,000 "," Rp83,880,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,340,000 "," Rp167,300,000 ",78,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,Perumahan Surya Kencana Tejakula Blok Karna No. 8,Desa Tejakula,Kecamatan Tejakula,Kabupaten Buleleng,Bali," Rp50,400,000 "," Rp116,640,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,040,000 "," Rp167,000,000 ",70,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,Jalan Samudra,Desa Tangguwisia,Kecamatan Seririt,Kabupaten Buleleng,Bali," Rp4,171,200,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp4,171,200,000 "," Rp4,171,200,000 ",8690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,"Jalan Griya Anyar, Gang Anyar No. 3",Desa Pemogan,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp1,250,000,000 "," Rp731,808,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp68,223,000 "," Rp2,050,031,000 "," Rp2,050,031,000 ",250,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,Perumahan Surya Kencana Tianyar Blok Karna No. 3,Desa Tianyar Tengah,Kecamatan Kubu,Kabupaten Karangasem,Bali," Rp52,200,000 "," Rp114,120,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp166,320,000 "," Rp166,300,000 ",90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,Jalan Teuku Umar Barat No. 55,Desa Pemecutan Klod,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp7,808,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp7,808,000,000 "," Rp7,808,000,000 ",213,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,Jalan Labak IV No. 7,Desa Pemecutan Klod,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp1,274,000,000 "," Rp605,475,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp34,237,000 "," Rp1,913,712,000 "," Rp1,913,712,000 ",245,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,Jalan Kayu Aya (Masuk),Kelurahan Seminyak,Kecamatan Kuta Utara,Kabupaten Badung,Bali," Rp15,975,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp15,975,000,000 "," Rp15,975,000,000 ",750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,Jalan Turi No. 3,Desa Dauh Peken,Kecamatan Tabanan,Kabupaten Tabanan,Bali," Rp750,000,000 "," Rp129,804,000 "," Rp35,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp38,045,000 "," Rp952,849,000 "," Rp952,800,000 ",250,87,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,"Jalan Jepun I, Perumahan Cendana Asri No. 23",Desa Dauh Peken,Kecamatan Tabanan,Kabupaten Tabanan,Bali," Rp157,500,000 "," Rp120,376,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp23,017,000 "," Rp300,893,000 "," Rp300,900,000 ",75,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,Jalan Bukit Keker,Desa Ped,Kecamatan Nusa Penida,Kabupaten Klungkung,Bali," Rp836,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp836,000,000 "," Rp836,000,000 ",2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,"Jalan Pudak Sari, Gang III",Kelurahan Kedonganan,Kecamatan Kuta,Kabupaten Badung,Bali," Rp11,552,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp11,552,000,000 "," Rp11,552,000,000 ",3040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,Jalan Kunti I Gang Pisang No. 1 Valka Bali,Kelurahan Seminyak,Kecamatan Kuta,Kabupaten Badung,Bali," Rp3,873,500,000 "," Rp1,570,103,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp105,042,000 "," Rp5,548,645,000 "," Rp5,548,645,000 ",305,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,"Jalan Pantai Berawa, Gang Gatot Kaca (Masuk)",Desa Tibubeneng,Kecamatan Kuta Utara,Kabupaten Badung,Bali," Rp5,575,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp5,575,500,000 "," Rp5,575,500,000 ",1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Jalan Werkudara No. 499X,Kelurahan Legian,Kecamatan Kuta,Kabupaten Badung,Bali," Rp4,017,600,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp4,017,600,000 "," Rp4,017,600,000 ",216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,"Jalan TGH Lopan, Komplek Gudang Dasan Cermen, Gudang No. 031, 033, dan 035",Kelurahan Dasan Cermen,Kecamatan Sandubaya,Kota Mataram,Nusa Tenggara Barat," Rp2,295,526,000 "," Rp325,703,000 "," Rp344,320,000 "," Rp343,656,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,309,205,000 "," Rp3,309,000,000 ",521,161,160,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Jalan Raya Lintas Sumbawa-Tano (Masuk),Desa Labuhan Mapin,Kecamatan Alas Barat,Kabupaten Sumbawa,Nusa Tenggara Barat," Rp4,524,905,000 "," Rp98,064,000 "," Rp98,064,000 "," Rp98,064,000 "," Rp98,064,000 "," Rp98,064,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp5,015,225,000 "," Rp5,015,000,000 ",11753,36,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,"Jalan Serma Karma, Gang II",Desa Baktiseraga,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp350,000,000 "," Rp397,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp27,039,000 "," Rp774,539,000 "," Rp774,500,000 ",200,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,Jalan Cendrawasih No. 99,Kelurahan Beng,Kecamatan Gianyar,Kabupaten Gianyar,Bali," Rp930,000,000 "," Rp809,416,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp214,354,000 "," Rp1,953,770,000 "," Rp1,953,770,000 ",300,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Jalan Bedahulu No. 3,Desa Dauh Puri Kaja,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp24,744,700 "," Rp99,884,450 "," Rp16,750,000 "," Rp16,200,000 "," Rp16,200,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp173,779,150 "," Rp173,800,000 ",,,,,,,,,,,,,,,,,,,,,
709,Jalan Dr. Sudjono No. 189,Kelurahan Jempong Baru,Kecamatan Sekarbela,Kota Mataram,Nusa Tenggara Barat," Rp7,581,925,000 "," Rp1,988,486,000 "," Rp461,250,000 "," Rp137,172,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp201,870,000 "," Rp10,370,703,000 "," Rp10,371,000,000 ",2665,934,205,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,"Jalan Gatot Subroto VI, Perumahan Graha Ayunda No. B1",Desa Dauh Puri Kaja,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp640,000,000 "," Rp155,160,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp41,021,000 "," Rp836,181,000 "," Rp836,181,000 ",100,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,"Jalan Raya Sapat, Lingkungan Banjar Sapat",Desa Tegallalang,Kecamatan Tegallalang,Kabupaten Gianyar,Bali," Rp17,623,200,000 "," Rp11,440,736,000 "," Rp4,375,281,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,716,365,000 "," Rp29,918,320,000 "," Rp29,918,300,000 ",7343,3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,Jalan Bukit Jati (Masuk),Kelurahan Samplangan,Kecamatan Gianyar,Kabupaten Gianyar,Bali," Rp876,480,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp876,480,000 "," Rp876,500,000 ",660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,"Jalan Tukad Yeh Aya, Gang II D/1",Kelurahan Panjer,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp817,000,000 "," Rp312,222,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp38,920,000 "," Rp1,168,142,000 "," Rp1,168,100,000 ",200,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,"Jalan Kayu Tulang, Perumahan Puri Sambandha Canggu No. C23",Desa Canggu,Kecamatan Kuta Utara,Kabupaten Badung,Bali," Rp616,940,000 "," Rp259,224,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp62,395,000 "," Rp938,559,000 "," Rp938,559,000 ",109,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,Jalan Karangasem - Seraya,Desa Bunutan,Kecamatan Abang,Kabupaten Karangasem,Bali," Rp102,550,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp102,550,000,000 "," Rp102,550,000,000 ",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Perumahan Tembok Jagat Lestari II Blok C No. 10,Desa Tembok,Kecamatan Tejakula,Kabupaten Buleleng,Bali," Rp56,000,000 "," Rp107,844,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp163,844,000 "," Rp163,800,000 ",80,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Perumahan Melaya Residence Blok B2 No. 4,Desa Melaya,Kecamatan Melaya,Kabupaten Jembrana,Bali," Rp23,100,000 "," Rp123,396,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp146,496,000 "," Rp146,496,000 ",77,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,"Lokasi 1: Jalan Bandeng No. 13, Lokasi 2: Jalan Gurami No. 10, Lokasi 3 & 4: Jalan Lintas Sumbawa","Lokasi 1: Kelurahan Dara, Lokasi 2: Kelurahan Seketeng, Lokasi 3 & 4: Desa Langam","Lokasi 1: Kecamatan Rasanae Barat, Lokasi 2: Kecamatan Sumbawa, Lokasi 3 & 4: Kecamatan Lopok","Lokasi 1: Kota Bima, Lokasi 2, 3, 4: Kabupaten Sumbawa",Nusa Tenggara Barat, Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp23,465,000,000 "," Rp23,465,000,000 ",22449,1831,121,56,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,"Jalan Kerta Dalem Sari IV, Blok E No. 10",Desa Sidakarya,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp567,100,000 "," Rp945,888,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp16,685,000 "," Rp1,529,673,000 "," Rp1,529,673,000 ",107,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,Jalan Mahendradata No. 86 A,Kelurahan Padangsambian,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp3,465,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,465,000,000 "," Rp3,465,000,000 ",100,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Jalan Mahendradata No. 86 B,Kelurahan Padangsambian,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp3,003,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,003,000,000 "," Rp3,003,000,000 ",95,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,Jalan Mahendradata No. 86 C,Kelurahan Padangsambian,Kecamatan Denpasar Barat,Kota Denpasar,Bali," Rp3,042,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp3,042,000,000 "," Rp3,042,000,000 ",95,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Jalan Wr. Supratman No. 406,Kelurahan Penarukan,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp2,009,400,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp2,009,400,000 "," Rp2,009,400,000 ",140,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,Jalan Klaci (Masuk),Desa Celuk,Kecamatan Sukawati,Kabupaten Gianyar,Bali," Rp609,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp609,000,000 "," Rp609,000,000 ",210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,"Jalan Gatot Subroto I, Perumahan Gatsu, Blok D/2",Kelurahan Tonja,Kecamatan Denpasar Utara,Kota Denpasar,Bali," Rp688,800,000 "," Rp308,978,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp27,249,000 "," Rp1,025,027,000 "," Rp1,025,000,000 ",123,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,Perumahan Puri Artha Panji No. 12,Desa Panji,Kecamatan Sukasada,Kabupaten Buleleng,Bali," Rp73,500,000 "," Rp91,380,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp164,880,000 "," Rp164,880,000 ",70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,Jalan Sema Watra (Masuk),Desa Antap,Kecamatan Selemadeg,Kabupaten Tabanan,Bali," Rp975,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp975,000,000 "," Rp975,000,000 ",6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,Jalan Merdeka Raya VIII (Masuk),Kelurahan Kuta,Kecamatan Kuta,Kabupaten Badung,Bali," Rp1,096,500,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,096,500,000 "," Rp1,096,500,000 ",129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,Jalan Merdeka Raya VIII (Masuk),Kelurahan Kuta,Kecamatan Kuta,Kabupaten Badung,Bali," Rp1,105,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp1,105,000,000 "," Rp1,105,000,000 ",130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,"Jalan By Pass Ngurah Rai, Gang Mina Utama, Perumahan D'Gedong Cathalia No. A3",Kelurahan Pedungan,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp1,142,400,000 "," Rp663,195,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp53,288,000 "," Rp1,858,883,000 "," Rp1,858,900,000 ",168,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,"Jalan Kerta Dalem, Perumahan Kerta Dalem Mansion No. C1",Desa Sidakarya,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp951,600,000 "," Rp689,472,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp12,733,000 "," Rp1,653,805,000 "," Rp1,653,805,000 ",122,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,Jalan By Pass Ngurah Rai No. 28,Kelurahan Jimbaran,Kecamatan Kuta Selatan,Kabupaten Badung,Bali," Rp4,059,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp4,059,000,000 "," Rp4,059,000,000 ",125,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,Jalan Kutat Lestari No. 2 G,Desa Sanur Kauh,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp4,600,000,000 "," Rp502,151,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp45,340,000 "," Rp5,147,491,000 "," Rp5,147,500,000 ",575,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Jalan Mekar II Blok A IX,Desa Pemogan,Kecamatan Denpasar Selatan,Kota Denpasar,Bali," Rp396,900,000 "," Rp617,456,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp25,644,000 "," Rp1,040,000,000 "," Rp1,040,000,000 ",81,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,Jalan Raya Singaraja - Gilimanuk (Villandra Lovina),Desa Tukadmungga,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp30,912,000,000 "," Rp2,419,760,000 "," Rp5,715,360,000 "," Rp563,616,000 "," Rp952,560,000 "," Rp1,454,490,000 "," Rp1,936,640,000 "," Rp577,846,000 "," Rp2,564,640,000 "," Rp1,530,641,000 ",,,,,,,,,,,," Rp3,522,005,000 "," Rp52,149,558,000 "," Rp52,149,600,000 ",13440,580,1080,96,180,270,320,166,468,,,,,,,,,,,,
736,Perum Graha Hill Residence Blok C No. 11,Desa Patemon,Kecamatan Seririt,Kabupaten Buleleng,Bali," Rp75,600,000 "," Rp57,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp132,600,000 "," Rp132,600,000 ",70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,Lokasi 1: Jalan Unter Iwes; Lokasi 2: Jalan By Pass Sumbawa Besar; Lokasi 3: Jalan Kartini; Lokasi 4: Jalan Manggis; Lokasi 5: Jalan Lintas Sumbawa - Bima,Lokasi 1: Desa Kerato; Lokasi 2: Desa Karang Bima; Lokasi 3: Kelurahan Brang Bara; Lokasi 4: Kelurahan Uma Sima; Lokasi 5: Desa Moyo,Lokasi 1: Kecamatan Unter Iwes; Lokasi 2: Kecamatan Labuhan Badas; Lokasi 3 & 4: Kecamatan Sumbawa; Lokasi 5: Kecamatan Moyo Hilir,Kabupaten Sumbawa,Nusa Tenggara Barat," Rp30,873,000,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp30,873,000,000 "," Rp30,873,000,000 ",22343,Lokasi 1: 155; Lokasi 3; 428; Lokasi 4: 200; Lokasi 5: 2070,Lokasi 1: 162; Lokasi 5: 648,Lokasi 1: 485; Lokasi 5: 168,Lokasi 1: 828; Lokasi 5: 54,Lokasi 1: 212; Lokasi 5: 150,Lokasi 1: 146; Lokasi 5: 40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,Perumahan Kubu Jati 99 Blok B No. 7,Kelurahan Banyuning,Kecamatan Buleleng,Kabupaten Buleleng,Bali," Rp84,000,000 "," Rp83,880,000 ", Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- , Rp- ," Rp167,880,000 "," Rp167,900,000 ",60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
